GestureAccuracy,HandwritingAccuracy,ResponseTime,ConfidenceScore
0.6872700594236812,0.5925664644193098,11.54264209339765,0.40842530036768376
0.9753571532049581,0.770950473689179,11.174469976799996,0.7659975784250332
0.8659969709057025,0.9364729179382041,27.656364513025917,0.6006543696024893
0.7993292420985183,0.8661124432047806,11.238654996237653,0.7040054515523336
0.5780093202212182,0.9032805739307248,11.798743153215774,0.5576144809179033
0.5779972601681014,0.8293916833553587,23.984956560449092,0.3480342825120563
0.5290418060840998,0.8461382822589263,16.2434960612635,0.4212843861042269
0.9330880728874675,0.9245978257826597,24.41776392387953,0.6832689995059362
0.8005575058716043,0.624834004429593,6.6341539391096305,0.5804470798671109
0.8540362888980227,0.7447124818215702,17.189279841834608,0.5785090585224155
0.5102922471479012,0.6106047209098011,5.840340004582066,0.36007798750782855
0.9849549260809971,0.9938340039983236,6.5663300863838625,1.0
0.9162213204002109,0.9720296698433066,27.660936333610273,0.6654982634219769
0.6061695553391381,0.519713405684253,8.48113427793988,0.3305501729223115
0.5909124836035503,0.8527875862578442,18.31051705688043,0.44706129571179604
0.5917022549267169,0.9626241587078329,15.277390065017663,0.5690080972438359
0.6521211214797689,0.5902876725636668,13.683583156471068,0.3531105858414715
0.762378215816119,0.7839726152763147,27.49583364218181,0.40890027660261286
0.7159725093210578,0.9577441487940209,5.545584919387237,0.7820553838421661
0.645614570099021,0.5169729892928994,21.594742154389728,0.1929592036520291
0.8059264473611898,0.84871013362342,29.08486085533876,0.4707912248647086
0.569746930326021,0.6486745036862753,19.00420458654605,0.2678692872642777
0.6460723242676091,0.9621980976882651,28.420561550827294,0.4440875830711873
0.6831809216468459,0.9855291225826839,6.306446982150594,0.768672999319681
0.728034992108518,0.972133244556717,15.469832976854034,0.6769245884162062
0.8925879806965068,0.7371071083287319,11.503944774051279,0.6736144774487621
0.5998368910791798,0.9310213254946567,23.270524124518246,0.45045943749883405
0.7571172192068059,0.9222746992675352,29.532427262431167,0.48387721265800976
0.7962072844310213,0.6595502366216278,11.413251561106195,0.5431578337993642
0.5232252063599989,0.9144577370753386,21.354365036851863,0.40412610407722366
0.8037724259507192,0.5185038173577463,9.952440818993503,0.46058727877943884
0.5852620618436457,0.7981349392410265,19.133256364290247,0.39106162846878295
0.5325257964926398,0.6150044186438515,16.598312167208405,0.244571451424107
0.9744427686266666,0.5602834428886394,29.300133240788426,0.3773530840200073
0.9828160165372797,0.5384766008146046,20.213181817411666,0.4817749806528215
0.9041986740582306,0.8481443879390699,13.737659302170469,0.7382423582131938
0.6523068845866853,0.6699374818840331,7.852394622198334,0.48704456506750965
0.5488360570031919,0.8623833857643808,8.781170718373364,0.5426508666110852
0.8421165132560784,0.5326781703994712,10.632923248780877,0.49174163742499816
0.7200762468698007,0.6576451689153051,11.27416653350745,0.4858699646902431
0.5610191174223894,0.7697456461876686,26.265401446028445,0.2613046022649976
